,REPORT,CATEGORY
3887,a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet . ,0
3888,"sometimes this 'blood' seems as tired as its protagonist . . . still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game . ",0
3889,"the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt . ",0
3890,"dogtown and z-boys more than exposes the roots of the skateboarding boom that would become "" the punk kids' revolution . "" ",0
3891," . . . plenty of warmth to go around , with music and laughter and the love of family . ",0
3892,it'll keep you wide awake and . . . very tense . ,0
3893,"could use a little more humanity , but it never lacks in eye-popping visuals . ",0
3894," ( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent's smirk . ",0
3895,"these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people . ",0
3896,"a funny and well-contructed black comedy where the old adage "" be careful what you wish for "" is given a full workout . ",0
3897,it reaffirms life as it looks in the face of death . ,0
3898,"the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . ",0
3899,this is more fascinating -- being real -- than anything seen on jerry springer . ,0
3900,a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know . ,0
3901,"williams plays sy , another of his open-faced , smiling madmen , like the killer in insomnia . he does this so well you don't have the slightest difficulty accepting him in the role . ",0
3902,"twist open the ouzo ! it's time to let your hair down  greek style . a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non-stop funny feast of warmth , colour and cringe . ",0
3903,"thought-provoking and stylish , if also somewhat hermetic . ",0
3904,"broomfield is energized by volletta wallace's maternal fury , her fearlessness , and because of that , his film crackles . ",0
3905,"while it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight . ",0
3906,"funny in a sick , twisted sort of way . ",0
3907,"if cinema had been around to capture the chaos of france in the 1790's , one imagines the result would look like something like this . ",0
3908,"it's a talking head documentary , but a great one . ",0
3909,the fast runner' transports the viewer into an unusual space,0
3910,ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese 'cultural revolution . ',0
3911," . . . a solid , well-formed satire . ",0
3912,"as part of mr . dong's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair . ",0
3913,"most consumers of lo mein and general tso's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons . ",0
3914,"hatosy . . . portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue . ",0
3915,the filmmakers' eye for detail and the high standards of performance convey a strong sense of the girls' environment . ,0
3916,"uneven , self-conscious but often hilarious spoof . ",0
3917,"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man . ",0
3918,"thanks to the château's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises . ",0
3919,alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise . ,0
3920,"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it . ",0
3921,the premise of jason x is silly but strangely believable . ,0
3922,"it's a wise and powerful tale of race and culture forcefully told , with superb performances throughout . ",0
3923,"an awfully good , achingly human picture . ",0
3924,the cast comes through even when the movie doesn't . ,0
3925,"you'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you'll laugh . ",0
3926,definitely worth 95 minutes of your time . ,0
3927,the film jolts the laughs from the audience--as if by cattle prod . ,0
3928,"a sexy , surprising romance . . . idemoto and kim make a gorgeous pair . . . their scenes brim with sexual possibility and emotional danger . ",0
3929,toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried away . ,0
3930,"whereas oliver stone's conspiracy thriller jfk was long , intricate , star-studded and visually flashy , interview with the assassin draws its considerable power from simplicity . ",0
